IC_L_7: t= 0.10, L= 453.00, L_straight= 451.00, slack=  2.00, T_bat= 1.65, Fy= 0.04, desired=  0.00, ret=  0.00, exp=PILOT_ASC_HOLD_ACC
IC_L_7: t= 14.40, L= 456.04, L_straight= 454.81, slack=  1.23, T_bat= 36.37, Fy= 0.00, desired=  1.00, ret=  0.98, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 14.50, L= 456.14, L_straight= 454.86, slack=  1.27, T_bat= 9.95, Fy= 0.17, desired=  1.00, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 14.60, L= 456.24, L_straight= 454.92, slack=  1.32, T_bat= 36.45, Fy= 0.00, desired=  1.00, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 14.70, L= 456.34, L_straight= 454.97, slack=  1.37, T_bat= 9.89, Fy= 0.16, desired=  1.00, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 14.80, L= 456.44, L_straight= 455.02, slack=  1.42, T_bat= 36.53, Fy= 0.00, desired=  1.00, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 14.90, L= 456.53, L_straight= 455.07, slack=  1.47, T_bat= 9.83, Fy= 0.15, desired=  1.00, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.00, L= 456.63, L_straight= 455.12, slack=  1.52, T_bat= 36.60, Fy= 0.00, desired=  1.00, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.10, L= 456.73, L_straight= 455.17, slack=  1.56, T_bat= 9.79, Fy= 0.14, desired=  1.00, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.20, L= 456.83, L_straight= 455.22, slack=  1.61, T_bat= 36.67, Fy= 0.00, desired=  1.00, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.30, L= 456.93, L_straight= 455.27, slack=  1.66, T_bat= 9.74, Fy= 0.13, desired=  1.00, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.40, L= 457.03, L_straight= 455.32, slack=  1.71, T_bat= 36.73, Fy= 0.00, desired=  1.00, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.50, L= 457.13, L_straight= 455.37, slack=  1.76, T_bat= 9.69, Fy= 0.12, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.60, L= 457.23, L_straight= 455.42, slack=  1.81, T_bat= 36.80, Fy= 0.00, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.70, L= 457.33, L_straight= 455.47, slack=  1.86, T_bat= 9.65, Fy= 0.11, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.80, L= 457.43, L_straight= 455.52, slack=  1.90, T_bat= 36.85, Fy= 0.00, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 15.90, L= 457.53, L_straight= 455.57, slack=  1.95, T_bat= 9.61, Fy= 0.11, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.00, L= 457.63, L_straight= 455.63, slack=  2.00, T_bat= 36.91, Fy= 0.00, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.10, L= 457.73, L_straight= 455.68, slack=  2.05, T_bat= 9.58, Fy= 0.11, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.20, L= 457.83, L_straight= 455.73, slack=  2.10, T_bat= 36.97, Fy= 0.00, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.30, L= 457.93, L_straight= 455.78, slack=  2.15, T_bat= 9.54, Fy= 0.10, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.40, L= 458.03, L_straight= 455.83, slack=  2.20, T_bat= 37.02, Fy= 0.00, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.50, L= 458.13, L_straight= 455.88, slack=  2.25, T_bat= 9.52, Fy= 0.09, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.60, L= 458.23, L_straight= 455.93, slack=  2.30, T_bat= 37.07, Fy= 0.00, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.70, L= 458.33, L_straight= 455.98, slack=  2.35, T_bat= 9.49, Fy= 0.09, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.80, L= 458.43, L_straight= 456.03, slack=  2.40, T_bat= 37.12, Fy= 0.00, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 16.90, L= 458.53, L_straight= 456.08, slack=  2.44, T_bat= 9.46, Fy= 0.08, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.00, L= 458.63, L_straight= 456.13, slack=  2.49, T_bat= 37.16, Fy= 0.00, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.10, L= 458.73, L_straight= 456.18, slack=  2.54, T_bat= 9.44, Fy= 0.08, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.20, L= 458.83, L_straight= 456.23, slack=  2.59, T_bat= 37.20, Fy= 0.00, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.30, L= 458.93, L_straight= 456.28, slack=  2.64, T_bat= 9.42, Fy= 0.07, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.40, L= 459.03, L_straight= 456.34, slack=  2.69, T_bat= 37.25, Fy= 0.00, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.50, L= 459.13, L_straight= 456.39, slack=  2.74, T_bat= 9.40, Fy= 0.07, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.60, L= 459.23, L_straight= 456.44, slack=  2.79, T_bat= 37.28, Fy= 0.00, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.70, L= 459.33, L_straight= 456.49, slack=  2.84, T_bat= 9.38, Fy= 0.06, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.80, L= 459.43, L_straight= 456.54, slack=  2.89, T_bat= 37.32, Fy= 0.00, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 17.90, L= 459.53, L_straight= 456.59, slack=  2.94, T_bat= 9.37, Fy= 0.06, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.00, L= 459.63, L_straight= 456.64, slack=  2.99, T_bat= 37.36, Fy= 0.00, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.10, L= 459.73, L_straight= 456.69, slack=  3.03, T_bat= 9.35, Fy= 0.06, desired=  1.00, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.20, L= 459.83, L_straight= 456.74, slack=  3.08, T_bat= 37.39, Fy= 0.00, desired=  0.99, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.30, L= 459.93, L_straight= 456.79, slack=  3.13, T_bat= 9.34, Fy= 0.06, desired=  0.99, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.40, L= 460.03, L_straight= 456.84, slack=  3.18, T_bat= 37.43, Fy= 0.00, desired=  0.98, ret=  1.00, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.50, L= 460.12, L_straight= 456.89, slack=  3.23, T_bat= 9.32, Fy= 0.06, desired=  0.98, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.60, L= 460.22, L_straight= 456.94, slack=  3.28, T_bat= 37.46, Fy= 0.00, desired=  0.97, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.70, L= 460.32, L_straight= 457.00, slack=  3.33, T_bat= 9.31, Fy= 0.05, desired=  0.96, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.80, L= 460.42, L_straight= 457.05, slack=  3.38, T_bat= 37.49, Fy= 0.00, desired=  0.96, ret=  0.99, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 18.90, L= 460.52, L_straight= 457.10, slack=  3.42, T_bat= 9.30, Fy= 0.05, desired=  0.95, ret=  0.98, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.00, L= 460.62, L_straight= 457.15, slack=  3.47, T_bat= 37.52, Fy= 0.00, desired=  0.94, ret=  0.98, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.10, L= 460.72, L_straight= 457.20, slack=  3.52, T_bat= 9.29, Fy= 0.05, desired=  0.94, ret=  0.97, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.20, L= 460.81, L_straight= 457.25, slack=  3.56, T_bat= 37.55, Fy= 0.00, desired=  0.93, ret=  0.97, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.30, L= 460.91, L_straight= 457.30, slack=  3.61, T_bat= 9.28, Fy= 0.05, desired=  0.93, ret=  0.97, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.40, L= 461.01, L_straight= 457.35, slack=  3.66, T_bat= 37.58, Fy= 0.00, desired=  0.92, ret=  0.96, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.50, L= 461.10, L_straight= 457.40, slack=  3.70, T_bat= 9.27, Fy= 0.05, desired=  0.91, ret=  0.96, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.60, L= 461.20, L_straight= 457.45, slack=  3.75, T_bat= 37.61, Fy= 0.00, desired=  0.91, ret=  0.95, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.70, L= 461.29, L_straight= 457.50, slack=  3.79, T_bat= 9.26, Fy= 0.05, desired=  0.90, ret=  0.95, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.80, L= 461.39, L_straight= 457.55, slack=  3.84, T_bat= 37.64, Fy= 0.00, desired=  0.90, ret=  0.94, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 19.90, L= 461.48, L_straight= 457.61, slack=  3.88, T_bat= 9.25, Fy= 0.04, desired=  0.89, ret=  0.94, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.00, L= 461.58, L_straight= 457.66, slack=  3.92, T_bat= 37.67, Fy= 0.00, desired=  0.89, ret=  0.93, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.10, L= 461.67, L_straight= 457.71, slack=  3.96, T_bat= 9.24, Fy= 0.04, desired=  0.88, ret=  0.93, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.20, L= 461.76, L_straight= 457.76, slack=  4.01, T_bat= 37.70, Fy= 0.00, desired=  0.87, ret=  0.92, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.30, L= 461.86, L_straight= 457.81, slack=  4.05, T_bat= 9.23, Fy= 0.04, desired=  0.87, ret=  0.92, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.40, L= 461.95, L_straight= 457.86, slack=  4.09, T_bat= 37.72, Fy= 0.00, desired=  0.86, ret=  0.91, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.50, L= 462.04, L_straight= 457.91, slack=  4.13, T_bat= 9.22, Fy= 0.04, desired=  0.86, ret=  0.91, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.60, L= 462.13, L_straight= 457.96, slack=  4.17, T_bat= 37.75, Fy= 0.00, desired=  0.85, ret=  0.90, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.70, L= 462.22, L_straight= 458.01, slack=  4.21, T_bat= 9.21, Fy= 0.04, desired=  0.85, ret=  0.90, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.80, L= 462.31, L_straight= 458.06, slack=  4.25, T_bat= 37.78, Fy= 0.00, desired=  0.84, ret=  0.89, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 20.90, L= 462.40, L_straight= 458.11, slack=  4.28, T_bat= 9.21, Fy= 0.04, desired=  0.84, ret=  0.89, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.00, L= 462.49, L_straight= 458.16, slack=  4.32, T_bat= 37.80, Fy= 0.00, desired=  0.83, ret=  0.88, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.10, L= 462.57, L_straight= 458.21, slack=  4.36, T_bat= 9.20, Fy= 0.04, desired=  0.83, ret=  0.87, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.20, L= 462.66, L_straight= 458.27, slack=  4.40, T_bat= 37.83, Fy= 0.00, desired=  0.82, ret=  0.87, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.30, L= 462.75, L_straight= 458.32, slack=  4.43, T_bat= 9.19, Fy= 0.04, desired=  0.82, ret=  0.86, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.40, L= 462.83, L_straight= 458.37, slack=  4.47, T_bat= 37.85, Fy= 0.00, desired=  0.82, ret=  0.86, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.50, L= 462.92, L_straight= 458.42, slack=  4.50, T_bat= 9.19, Fy= 0.04, desired=  0.81, ret=  0.85, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.60, L= 463.01, L_straight= 458.47, slack=  4.54, T_bat= 37.88, Fy= 0.00, desired=  0.81, ret=  0.85, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.70, L= 463.09, L_straight= 458.52, slack=  4.57, T_bat= 9.18, Fy= 0.04, desired=  0.80, ret=  0.85, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.80, L= 463.18, L_straight= 458.57, slack=  4.61, T_bat= 37.90, Fy= 0.00, desired=  0.80, ret=  0.84, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 21.90, L= 463.26, L_straight= 458.62, slack=  4.64, T_bat= 9.17, Fy= 0.04, desired=  0.79, ret=  0.84, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.00, L= 463.34, L_straight= 458.67, slack=  4.67, T_bat= 37.92, Fy= 0.00, desired=  0.79, ret=  0.83, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.10, L= 463.43, L_straight= 458.72, slack=  4.70, T_bat= 9.17, Fy= 0.03, desired=  0.78, ret=  0.83, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.20, L= 463.51, L_straight= 458.77, slack=  4.74, T_bat= 37.95, Fy= 0.00, desired=  0.78, ret=  0.82, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.30, L= 463.59, L_straight= 458.82, slack=  4.77, T_bat= 9.16, Fy= 0.03, desired=  0.78, ret=  0.82, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.40, L= 463.67, L_straight= 458.87, slack=  4.80, T_bat= 37.97, Fy= 0.00, desired=  0.77, ret=  0.81, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.50, L= 463.75, L_straight= 458.93, slack=  4.83, T_bat= 9.15, Fy= 0.03, desired=  0.77, ret=  0.81, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.60, L= 463.84, L_straight= 458.98, slack=  4.86, T_bat= 37.99, Fy= 0.00, desired=  0.76, ret=  0.80, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.70, L= 463.92, L_straight= 459.03, slack=  4.89, T_bat= 9.15, Fy= 0.03, desired=  0.76, ret=  0.80, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.80, L= 464.00, L_straight= 459.08, slack=  4.92, T_bat= 38.01, Fy= 0.00, desired=  0.76, ret=  0.80, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 22.90, L= 464.08, L_straight= 459.13, slack=  4.95, T_bat= 9.14, Fy= 0.03, desired=  0.75, ret=  0.79, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.00, L= 464.15, L_straight= 459.18, slack=  4.97, T_bat= 38.03, Fy= 0.00, desired=  0.75, ret=  0.79, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.10, L= 464.23, L_straight= 459.23, slack=  5.00, T_bat= 9.14, Fy= 0.03, desired=  0.75, ret=  0.78, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.20, L= 464.31, L_straight= 459.28, slack=  5.03, T_bat= 38.06, Fy= 0.00, desired=  0.74, ret=  0.78, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.30, L= 464.39, L_straight= 459.33, slack=  5.06, T_bat= 9.13, Fy= 0.03, desired=  0.74, ret=  0.78, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.40, L= 464.47, L_straight= 459.38, slack=  5.08, T_bat= 38.08, Fy= 0.00, desired=  0.74, ret=  0.77, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.50, L= 464.54, L_straight= 459.43, slack=  5.11, T_bat= 9.13, Fy= 0.03, desired=  0.73, ret=  0.77, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.60, L= 464.62, L_straight= 459.48, slack=  5.14, T_bat= 38.10, Fy= 0.00, desired=  0.73, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.70, L= 464.70, L_straight= 459.54, slack=  5.16, T_bat= 9.12, Fy= 0.03, desired=  0.73, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.80, L= 464.77, L_straight= 459.59, slack=  5.19, T_bat= 38.12, Fy= 0.00, desired=  0.72, ret=  0.76, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 23.90, L= 464.85, L_straight= 459.64, slack=  5.21, T_bat= 9.12, Fy= 0.03, desired=  0.72, ret=  0.75, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.00, L= 464.92, L_straight= 459.69, slack=  5.24, T_bat= 38.14, Fy= 0.00, desired=  0.72, ret=  0.75, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.10, L= 465.00, L_straight= 459.74, slack=  5.26, T_bat= 9.11, Fy= 0.03, desired=  0.71, ret=  0.75, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.20, L= 465.07, L_straight= 459.79, slack=  5.28, T_bat= 38.16, Fy= 0.00, desired=  0.71, ret=  0.74, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.30, L= 465.15, L_straight= 459.84, slack=  5.31, T_bat= 9.11, Fy= 0.03, desired=  0.71, ret=  0.74, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.40, L= 465.22, L_straight= 459.89, slack=  5.33, T_bat= 38.18, Fy= 0.00, desired=  0.70, ret=  0.74, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.50, L= 465.29, L_straight= 459.94, slack=  5.35, T_bat= 9.10, Fy= 0.03, desired=  0.70, ret=  0.73, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.60, L= 465.37, L_straight= 459.99, slack=  5.38, T_bat= 38.20, Fy= 0.00, desired=  0.70, ret=  0.73, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.70, L= 465.44, L_straight= 460.04, slack=  5.40, T_bat= 9.10, Fy= 0.03, desired=  0.70, ret=  0.73, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.80, L= 465.51, L_straight= 460.09, slack=  5.42, T_bat= 38.22, Fy= 0.00, desired=  0.69, ret=  0.72, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 24.90, L= 465.59, L_straight= 460.14, slack=  5.44, T_bat= 9.09, Fy= 0.03, desired=  0.69, ret=  0.72, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.00, L= 465.66, L_straight= 460.20, slack=  5.46, T_bat= 38.24, Fy= 0.00, desired=  0.69, ret=  0.72, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.10, L= 465.73, L_straight= 460.25, slack=  5.48, T_bat= 9.09, Fy= 0.03, desired=  0.69, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.20, L= 465.80, L_straight= 460.30, slack=  5.50, T_bat= 38.25, Fy= 0.00, desired=  0.68, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.30, L= 465.87, L_straight= 460.35, slack=  5.52, T_bat= 9.09, Fy= 0.03, desired=  0.68, ret=  0.71, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.40, L= 465.94, L_straight= 460.40, slack=  5.54, T_bat= 38.27, Fy= 0.00, desired=  0.68, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.50, L= 466.01, L_straight= 460.45, slack=  5.56, T_bat= 9.08, Fy= 0.03, desired=  0.68, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.60, L= 466.08, L_straight= 460.50, slack=  5.58, T_bat= 38.29, Fy= 0.00, desired=  0.67, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.70, L= 466.15, L_straight= 460.55, slack=  5.60, T_bat= 9.08, Fy= 0.03, desired=  0.67, ret=  0.70, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.80, L= 466.22, L_straight= 460.60, slack=  5.62, T_bat= 38.31, Fy= 0.00, desired=  0.67, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 25.90, L= 466.29, L_straight= 460.65, slack=  5.64, T_bat= 9.07, Fy= 0.03, desired=  0.67, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.00, L= 466.36, L_straight= 460.70, slack=  5.66, T_bat= 38.33, Fy= 0.00, desired=  0.66, ret=  0.69, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.10, L= 466.43, L_straight= 460.75, slack=  5.67, T_bat= 9.07, Fy= 0.03, desired=  0.66, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.20, L= 466.50, L_straight= 460.81, slack=  5.69, T_bat= 38.35, Fy= 0.00, desired=  0.66, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.30, L= 466.57, L_straight= 460.86, slack=  5.71, T_bat= 9.06, Fy= 0.03, desired=  0.66, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.40, L= 466.63, L_straight= 460.91, slack=  5.73, T_bat= 38.37, Fy= 0.00, desired=  0.65, ret=  0.68, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.50, L= 466.70, L_straight= 460.96, slack=  5.74, T_bat= 9.06, Fy= 0.03, desired=  0.65, ret=  0.67, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.60, L= 466.77, L_straight= 461.01, slack=  5.76, T_bat= 38.38, Fy= 0.00, desired=  0.65, ret=  0.67, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.70, L= 466.84, L_straight= 461.06, slack=  5.78, T_bat= 9.06, Fy= 0.03, desired=  0.65, ret=  0.67, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.80, L= 466.90, L_straight= 461.11, slack=  5.79, T_bat= 38.40, Fy= 0.00, desired=  0.65, ret=  0.67, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 26.90, L= 466.97, L_straight= 461.16, slack=  5.81, T_bat= 9.05, Fy= 0.03, desired=  0.64, ret=  0.67, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.00, L= 467.04, L_straight= 461.21, slack=  5.82, T_bat= 38.42, Fy= 0.00, desired=  0.64, ret=  0.66, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.10, L= 467.10, L_straight= 461.26, slack=  5.84, T_bat= 9.05, Fy= 0.03, desired=  0.64, ret=  0.66, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.20, L= 467.17, L_straight= 461.31, slack=  5.85, T_bat= 38.44, Fy= 0.00, desired=  0.64, ret=  0.66, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.30, L= 467.23, L_straight= 461.36, slack=  5.87, T_bat= 9.04, Fy= 0.03, desired=  0.64, ret=  0.66, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.40, L= 467.30, L_straight= 461.42, slack=  5.88, T_bat= 38.45, Fy= 0.00, desired=  0.63, ret=  0.65, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.50, L= 467.37, L_straight= 461.47, slack=  5.90, T_bat= 9.04, Fy= 0.03, desired=  0.63, ret=  0.65, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.60, L= 467.43, L_straight= 461.52, slack=  5.91, T_bat= 38.47, Fy= 0.00, desired=  0.63, ret=  0.65, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.70, L= 467.50, L_straight= 461.57, slack=  5.93, T_bat= 9.04, Fy= 0.03, desired=  0.63, ret=  0.65, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.80, L= 467.56, L_straight= 461.62, slack=  5.94, T_bat= 38.49, Fy= 0.00, desired=  0.63, ret=  0.65, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 27.90, L= 467.62, L_straight= 461.67, slack=  5.96, T_bat= 9.03, Fy= 0.02, desired=  0.63, ret=  0.64, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 28.00, L= 467.69, L_straight= 461.72, slack=  5.97, T_bat= 38.50, Fy= 0.00, desired=  0.62, ret=  0.64, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 28.10, L= 467.75, L_straight= 461.77, slack=  5.98, T_bat= 9.03, Fy= 0.02, desired=  0.62, ret=  0.64, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 28.20, L= 467.82, L_straight= 461.82, slack=  6.00, T_bat= 38.52, Fy= 0.00, desired=  0.62, ret=  0.64, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 28.30, L= 467.88, L_straight= 461.87, slack=  6.01, T_bat= 9.02, Fy= 0.02, desired=  0.62, ret=  0.64, exp=PILOT_DESC_ADD_SLACK_ACC
