[SCEN] t=0.00 scen=Fy crit=(:-10) T_bat=0.5 y=-500.00 x=0.00 L=500.00
IC_L_7: t= 0.10, L= 500.00, L_straight= 500.00, slack=  0.00, T_bat= 0.50, T_rov= 0.50, F_drag_cable=( 0.00,  0.00), Fy_cmd=-10.00, desired=  1.00, ret=  0.10, exp=PILOT_DESC_ADD_SLACK_ACC
IC_L_7: t= 31.00, L= 505.51, L_straight= 501.86, slack=  3.65, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.18), Fy_cmd= 50.00, desired= -0.55, ret= -0.59, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 31.10, L= 505.45, L_straight= 501.79, slack=  3.66, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.36), Fy_cmd= 50.00, desired= -0.56, ret= -0.58, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 31.20, L= 505.39, L_straight= 501.73, slack=  3.67, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.46), Fy_cmd= 50.00, desired= -0.56, ret= -0.58, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 31.30, L= 505.33, L_straight= 501.66, slack=  3.68, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.51), Fy_cmd= 50.00, desired= -0.57, ret= -0.58, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 31.40, L= 505.28, L_straight= 501.59, slack=  3.69, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.54), Fy_cmd= 50.00, desired= -0.57, ret= -0.58, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 31.50, L= 505.22, L_straight= 501.52, slack=  3.70, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.55), Fy_cmd= 50.00, desired= -0.57, ret= -0.58, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 31.60, L= 505.16, L_straight= 501.46, slack=  3.71, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.56), Fy_cmd= 50.00, desired= -0.58, ret= -0.58, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 31.70, L= 505.10, L_straight= 501.39, slack=  3.72, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.56), Fy_cmd= 50.00, desired= -0.58, ret= -0.58, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 31.80, L= 505.05, L_straight= 501.32, slack=  3.73, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.55), Fy_cmd= 50.00, desired= -0.59, ret= -0.58, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 31.90, L= 504.99, L_straight= 501.25, slack=  3.73, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.55), Fy_cmd= 50.00, desired= -0.59, ret= -0.58, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 32.00, L= 504.93, L_straight= 501.19, slack=  3.74, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.54), Fy_cmd= 50.00, desired= -0.59, ret= -0.58, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 32.10, L= 504.87, L_straight= 501.12, slack=  3.75, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.54), Fy_cmd= 50.00, desired= -0.60, ret= -0.58, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 32.20, L= 504.81, L_straight= 501.05, slack=  3.76, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.53), Fy_cmd= 50.00, desired= -0.60, ret= -0.58, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 32.30, L= 504.76, L_straight= 500.98, slack=  3.77, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.53), Fy_cmd= 50.00, desired= -0.61, ret= -0.59, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 32.40, L= 504.70, L_straight= 500.92, slack=  3.78, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.52), Fy_cmd= 50.00, desired= -0.61, ret= -0.59, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 32.50, L= 504.64, L_straight= 500.85, slack=  3.79, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.52), Fy_cmd= 50.00, desired= -0.61, ret= -0.59, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 32.60, L= 504.58, L_straight= 500.78, slack=  3.80, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.51), Fy_cmd= 50.00, desired= -0.62, ret= -0.59, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 32.70, L= 504.52, L_straight= 500.71, slack=  3.81, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.51), Fy_cmd= 50.00, desired= -0.62, ret= -0.60, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 32.80, L= 504.46, L_straight= 500.64, slack=  3.81, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.50), Fy_cmd= 50.00, desired= -0.62, ret= -0.60, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 32.90, L= 504.40, L_straight= 500.58, slack=  3.82, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.50), Fy_cmd= 50.00, desired= -0.63, ret= -0.60, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 33.00, L= 504.34, L_straight= 500.51, slack=  3.83, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.49), Fy_cmd= 50.00, desired= -0.63, ret= -0.61, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 33.10, L= 504.28, L_straight= 500.44, slack=  3.84, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.48), Fy_cmd= 50.00, desired= -0.63, ret= -0.61, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 33.20, L= 504.22, L_straight= 500.37, slack=  3.84, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.48), Fy_cmd= 50.00, desired= -0.64, ret= -0.61, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 33.30, L= 504.16, L_straight= 500.31, slack=  3.85, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.47), Fy_cmd= 50.00, desired= -0.64, ret= -0.61, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 33.40, L= 504.09, L_straight= 500.24, slack=  3.86, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.47), Fy_cmd= 50.00, desired= -0.64, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 33.50, L= 504.03, L_straight= 500.17, slack=  3.86, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.46), Fy_cmd= 50.00, desired= -0.64, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 33.60, L= 503.97, L_straight= 500.10, slack=  3.87, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.46), Fy_cmd= 50.00, desired= -0.65, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
IC_L_7: t= 33.70, L= 503.91, L_straight= 500.04, slack=  3.87, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.45), Fy_cmd= 50.00, desired= -0.65, ret= -0.62, exp=PILOT_ASC_REMOVE_SLACK_ACC
[SCEN] t=33.80 scen=Fy crit=(y>-500:x) T_bat=0.375 y=-499.97 x=0.00 L=503.85
IC_L_7: t= 33.80, L= 503.85, L_straight= 499.97, slack=  3.88, T_bat= 0.38, T_rov= 0.50, F_drag_cable=( 0.00, -47.44), Fy_cmd= 50.00, desired= -0.65, ret= -0.63, exp=PILOT_ASC_REMOVE_SLACK_ACC
